"id";"Name";"Address1";"Address2";"City";"Province";"Postal";"Fee";"Lat";"Lng"
3384;"C.W. FRASER PHARMACY LTD";"8 PICTOU RD";"";"TRURO";"NS";"B2N2R8";"$11.65";"45.372069";"-63.269687"
3385;"MACQUARRIES PHARMASAVE #512";"MACQUARRIES DRUGS LIMITED";"179 THE ESPLANADE STREET";"TRURO";"NS";"B2N2K6";"$11.65";"45.3657733";"-63.2869407"
3386;"MACQUARRIES BIBLE HILL";"MACQUARRIES DRUGS LIMITED";"241 PICTOU ROAD";"TRURO";"NS";"B2N2S7";"$11.65";"45.3657733";"-63.2869407"
3387;"SHOPPERS DRUG MART #152";"BARNHILL PHARMACY LIMITED";"106 ROBIE STREET";"TRURO";"NS";"B2N1L1";"$11.65";"45.3657733";"-63.2869407"
3388;"LAWTONS #875 TRURO";"316 WILLOW STREET";"";"TRURO";"NS";"B2N5A4";"$11.65";"45.3543947";"-63.2949713"
3389;"THE MEDICINE SHOPPE PHARMACY";"#339 - PHARMACON HEALTHCARE INC";"245 ROBIE STREET, UNIT B2";"TRURO";"NS";"B2N5N6";"$11.65";"45.3657733";"-63.2869407"
3390;"THE MEDICINE SHOPPE #363";"K & L PHARMACY INC";"1-664 PRINCE ST";"TRURO";"NS";"B2N1G6";"$11.65";"45.3657733";"-63.2869407"
3391;"MEDICINE SHOPPE PHARMACY #177";"K & L PHARMACY INC";"339 WILLOW STREET";"TRURO";"NS";"B2N5A6";"$11.66";"45.3657733";"-63.2869407"
3392;"VILLAGE FAMILY PHARMACY INC.";"275 PICTOU ROAD";"SUITE B";"TRURO";"NS";"B2N2S7";"$12.56";"45.38133";"-63.241848"
3393;"MEDICINE SHOPPE PHARMACY #348";"MRT PHARMACY LTD";"4200 HIGHWAY 308";"TUSKET";"NS";"B0W3M0";"$7.49";"43.867647";"-65.968754"
3394;"DRUGSTORE PHARMACY #313";"ATLANTIC SUPERSTORE";"5178 HWY #3";"UPPER TANTALLON";"NS";"B0J3J0";"$8.65";"44.687751";"-63.877752"
3395;"SOBEYS PHARMACY #684";"3650 HAMMONDS PLAINS RD";"";"UPPER TANTALLON";"NS";"B3Z4R3";"$10.98";"44.70422";"-63.8591836"
3396;"LAWTONS DRUGS TANTALLON #2551";"101-5110 ST. MARGARET'S BAY ROAD";"";"UPPER TANTALLON";"NS";"B3Z1E2";"$11.65";"44.6852662";"-63.8755184"
3397;"TANTALLON PHARMACY LTD";"5216 ST MARGARET'S BAY ROAD";"";"UPPER TANTALLON";"NS";"B3Z0P3";"$11.65";"44.6886448";"-63.880189"
3398;"PHARMASAVE WEST PUBNICO";"966 HIGHWAY 335";"PO BOX 100";"WEST PUBNICO";"NS";"B0W3S0";"$11.65";"43.6627761";"-65.7994578"
3399;"SOBEYS PHARMACY #622";"612 HIGHWAY #7";"";"WESTPHAL";"NS";"B2W5M5";"$10.96";"44.693582";"-63.4970076"
3400;"CAMPBELLS PHARMACY #879";"LAWTONS";"1886 MAIN STREET";"WESTVILLE";"NS";"B0K2A0";"$11.65";"45.5606015";"-62.7111798"
3401;"WEYMOUTH PHARMASAVE HEALTH";"CENTRE, WEYMOUTH DRUG STORE LTD.";"4553 MAIN ST, P.O. BOX 119";"WEYMOUTH";"NS";"B0W3T0";"$11.65";"44.4057694";"-65.9940397"
3402;"MACKEIGAN'S PHARMACY";"25 MACKEIGAN'S LANE";"VILLAGE RD, BOX 190";"WHYCOCOMAGH";"NS";"B0E3M0";"$11.87";"45.9751745";"-61.1240091"
3403;"DRUGSTORE PHARMACY #377";"CUSTOMER #00377";"11 COLE DRIVE";"WINDSOR";"NS";"B0N2T0";"$8.29";"44.9902861";"-64.1310364"
3404;"SOBEYS PHARMACY #672";"50 EMPIRE LANE";"P.O. BOX 2229";"WINDSOR";"NS";"B0N2T0";"$10.95";"44.9936201";"-64.127918"
3405;"LAWTONS DRUG STORE #119";"25 WENTWORTH RD";"";"WINDSOR";"NS";"B0N2T0";"$11.65";"44.991236";"-64.129118"
3406;"WINDSOR PHARMASAVE #522";"TRIDER PHARMACY LIMITED";"30 GERRISH ST, PO BOX 460";"WINDSOR";"NS";"B0N2T0";"$11.65";"44.9902861";"-64.1310364"
3407;"THE MEDICINE SHOPPE #306";"LORIMER HOLDINGS LIMITED";"12 ELM AVE - UNIT E";"WOLFVILLE";"NS";"B4P1Z9";"$11.65";"45.0917598";"-64.3598354"
3408;"SHOPPERS DRUG MART #158";"RKS PHARMACY LTD";"433 MAIN STREET";"WOLFVILLE";"NS";"B4P1E1";"$11.65";"45.0917598";"-64.3598354"
3409;"PHARMASAVE #503";"D. ROSS COCHRANE PHARMACY LTD.";"442 MAIN ST";"WOLFVILLE";"NS";"B4P1E2";"$11.67";"45.0917598";"-64.3598354"
3410;"DRUGSTORE PHARMACY #372";"YARMOUTH SUPERSTORE";"108 STARRS ROAD";"YARMOUTH";"NS";"B5A2T5";"$7.39";"43.8374576";"-66.117382"
3411;"WALMART PHARMACY #1016";"108 STARRS ROAD";"";"YARMOUTH";"NS";"B5A2T5";"$8.47";"43.840949";"-66.097532"
3412;"SOBEYS PHARMACY #612";"76 STARRS ROAD";"";"YARMOUTH";"NS";"B5A2T5";"$9.47";"43.8447758";"-66.1053031"
3413;"SHOPPERS DRUG MART #155";"56 STARRS ROAD";"";"YARMOUTH";"NS";"B5A2T4";"$11.54";"43.8455477";"-66.1090522"
3414;"SPEARS & MACLEOD PHARMACY";"333 MAIN ST";"P.O BOX 387";"YARMOUTH";"NS";"B5A4B3";"$11.65";"43.836027";"-66.11979"
3415;"LAWTONS DRUG STORE #169";"76 STARRS ROAD";"";"YARMOUTH";"NS";"B3A2T5";"$11.65";"43.8447758";"-66.1053031"
3416;"HARBOUR SOUTH PHARMASAVE";"SPEARS AND MCLEOD PHARMACY LTD";"235 MAIN STREET";"YARMOUTH";"NS";"B5A1E1";"$11.65";"43.8374576";"-66.117382"
3417;"CITY DRUG PHARMACHOICE";"CITY DRUG STORE LTD";"369 MAIN ST";"YARMOUTH";"NS";"B5A1E7";"$12.08";"43.8374576";"-66.117382"
3418;"KITNUNA PHARMACY";"18 OMINGMAK STREET";"BOX #1023";"CAMBRIDGE BAY";"NT";"X0B0C0";"$16.45";"";""
3419;"NORTHERN PHARMACY";"THE NORTHWEST COMPANY LP";"BOX 346. 9705 100ST";"FORT SIMPSON";"NT";"X0E0E0";"$12.92";"61.8627978";"-121.353033"
3420;"WALLYS DRUGS";"WALLYS DRUGS 2006 LTD";"P.O. BOX 167";"FORT SMITH";"NT";"X0E0P0";"$12.34";"60.00552";"-111.8849379"
3421;"RING'S DRUG STORE";"SUITE 1";"6 COURTOREILLE STREET";"HAY RIVER";"NT";"X0E1G2";"$12.34";"60.7085943";"-115.901099"
3422;"INUVIK REXALL #7297";"125 MCKENZIE ROAD";"PO BOX 1860";"INUVIK";"NT";"X0E0T0";"$11.75";"68.3585427";"-133.727158"
3423;"NORTHMART PHARMACY";"160 MCKENZIE ROAD";"BOX 1620";"INUVIK";"NT";"X0E0T0";"$16.45";"68.35817";"-133.7238229"
3424;"IQALUIT VALUPHARM DRUGS";"P.O. BOX 4211";"BUILDING 5003A";"IQALUIT";"NT";"X0A0H0";"$15.50";"63.75066";"-68.523076"
3425;"NORTHMART #350";"NORTHERN P.O. BOX 130";"RING ROAD";"IQALUIT";"NT";"X0A0H0";"$16.22";"";""
3426;"SAKKU DRUGS";"P.O. BOX 430";"";"RANKIN INLET";"NT";"X0C0G0";"$16.45";"";""
3427;"WALMART PHARMACY #3121";"313 OLD AIRPORT ROAD";"";"YELLOWKNIFE";"NT";"X1A3T3";"$9.97";"62.4493625";"-114.4086289"
3428;"LOBLAW PHARMACY #4595";"BOX 7";"250 OLD AIRPORT RD";"YELLOWKNIFE";"NT";"X1A3G3";"$10.99";"62.4539717";"-114.3717886"
3429;"THE MEDICINE SHOPPE PHARMACY";"#336 - I WASSERMAN HOLDINGS INC";"314 OLD AIRPORT RD UNIT 108";"YELLOWKNIFE";"NT";"X1A3T3";"$11.48";"62.4539717";"-114.3717886"
3430;"SUTHERLAND'S DRUGS";"ARP PHARMACY";"BOX 670, 4910 FRANKLIN (50) AVENUE";"YELLOWKNIFE";"NT";"X1A2N5";"$12.34";"62.4539717";"-114.3717886"
3431;"SHOPPERS DRUG MART #399";"CMD HOLDINGS LTD";"4911 49 STREET";"YELLOWKNIFE";"NT";"X1A0A2";"$12.75";"62.4539717";"-114.3717886"
3432;"MEDICINE SHOPPE PHARMACY #327";"RENNIE PHARMACY SERVICES INC";"152 POPLAR STREET, PO BOX 8";"ALBERTON";"PE";"C0B1B0";"$12.14";"46.8131294";"-64.0648274"
3433;"ALBERTON PHARMACY";"P.O. BOX 600";"483 MAIN STREET";"ALBERTON";"PE";"C0B1B0";"$12.27";"46.7912381";"-64.1592619"
3434;"DRUGSTORE PHARMACY #376";"ATLANTIC SUPERSTORE";"465 UNIVERSITY AVENUE";"CHARLOTTETOWN";"PE";"C1A8K3";"$8.70";"46.23824";"-63.1310704"
3435;"LOBLAW PHARMACY #386";"SENTINAL DRUGS LTD";"680 UNIVERSITY AVE";"CHARLOTTETOWN";"PE";"C1E1E3";"$8.82";"46.23824";"-63.1310704"
3436;"WALMART PHARMACY #3162";"582 NORTH RIVER ROAD";"";"CHARLOTTETOWN";"PE";"C1E1K1";"$8.94";"46.261421";"-63.156055"
3437;"SOBEYS PHARMACY #628";"SOBEYS PHARMACY LIMITED";"39 BABINEAU AVENUE";"CHARLOTTETOWN";"PE";"C1A0C9";"$9.75";"46.23824";"-63.1310704"
3438;"SOBEYS PHARMACY #870";"400 UNIVERSITY AVE";"";"CHARLOTTETOWN";"PE";"C1A4N6";"$9.75";"46.245407";"-63.134426"
3439;"BAYSHORE PHARMACY";"BAYSHORE SPECIALTY RX PHARMACY LTD";"8 MOUNT EDWARD RD";"CHARLOTTETOWN";"PE";"C1A5R8";"$9.99";"46.23824";"-63.1310704"
3440;"MURPHY'S EAST ROYALTY";"PHARMACY";"266 ST. PETERS ROAD";"CHARLOTTETOWN";"PE";"C1C1K7";"$12.27";"46.23824";"-63.1310704"
3441;"SHOPPERS DRUG MART #102";"K. THOMPSON PHARMACY LTD.";"172 QUEEN ST";"CHARLOTTETOWN";"PE";"C1A4B5";"$12.32";"46.23824";"-63.1310704"
3442;"MURPHY'S PARKDALE PHARMACY";"24 ST PETER'S ROAD";"PO BOX 22092";"CHARLOTTETOWN";"PE";"C1A5A4";"$12.35";"46.248495";"-63.122534"
3443;"SHOPPERS DRUG MART #100";"K. CRAWFORD PHARMACY INC";"403 UNIVERSITY AVENUE";"CHARLOTTETOWN";"PE";"C1A4N7";"$12.35";"46.23824";"-63.1310704"
3444;"MURPHY'S WEST ROYALTY PHARMAC";"591 NORTH RIVER ROAD";"";"CHARLOTTETOWN";"PE";"C1E1J7";"$12.36";"46.2623321";"-63.1572628"
3445;"LAWTONS DRUG STORE #0372";"LAWTONS DRUG STORE LIMITED";"199 GRAFTON STREET";"CHARLOTTETOWN";"PE";"C1A1L2";"$12.36";"46.23824";"-63.1310704"
3446;"LAWTONS SHERWOOD #882";"161 ST. PETER'S RD";"";"CHARLOTTETOWN";"PE";"C1A5P7";"$12.36";"46.2610227";"-63.1193559"
3447;"FRIENDLY PHARMACY #826";"LAWTONS DRUG STORE LIMITED";"220 WATER STREET PARKWAY";"CHARLOTTETOWN";"PE";"C1A9M5";"$12.36";"46.23824";"-63.1310704"
3448;"SHOPPERS DRUG MART #101";"RYAN COFFIN PHARMACY LTD";"675 UNIVERSITY AVENUE, WEST ROYALTY";"CHARLOTTETOWN";"PE";"C1E1E5";"$12.36";"46.23824";"-63.1310704"
3449;"BIOSCRIPT PHARMACY";"BIOSCRIPT PHARMACY LTD";"1 GARFIELD ST, SUITE 1B";"CHARLOTTETOWN";"PE";"C1A9M2";"$12.36";"46.23824";"-63.1310704"
3450;"MURPHY'S QUEEN STREET";"PHARMACY-MURPHY'S PHARMACIES INC";"3-420 QUEEEN STREET";"CHARLOTTETOWN";"PE";"C1A4E6";"$12.36";"46.23824";"-63.1310704"
3451;"MURPHY'S CORNWALL PHARMACY";"401 TRANS CANADA HIGHWAY";"";"CORNWALL";"PE";"C0A1H0";"$12.36";"46.2316358";"-63.2143846"
3452;"PHARMASAVE #823";"A.W. KOWALCHUK PHARMACY LTD";"25 MEADOWBANK ROAD  PO BOX 189";"CORNWALL";"PE";"C0A1H0";"$12.36";"46.2294978";"-63.2169911"
3453;"SOUTH SHORE PHARMACY INC.";"P.O. BOX 70";"";"CRAPAUD";"PE";"C0A1J0";"$12.36";"46.2157764";"-63.467147"
3454;"HUNTER RIVER PHARMACY LTD.";"P.O. BOX 38";"4276 HOPEDALE RD";"HUNTER RIVER";"PE";"C0A1N0";"$12.36";"46.3573763";"-63.3555823"
3455;"MURPHY'S KENSINGTON PHARMACY";"56 BROADWAY STREET";"BOX 32060";"KENSINGTON";"PE";"C0B1M0";"$12.36";"46.437398";"-63.6379203"
3456;"DRUGSTORE PHARMACY #388";"ATLANTIC SUPERSTORE";"509 MAIN ST, P.O. BOX 1510";"MONTAGUE";"PE";"C0A1R0";"$8.75";"46.1650664";"-62.6480207"
3457;"SOBEYS PHARMACY #721";"76 - 87 MAIN STREET";"BOX 310";"MONTAGUE";"PE";"C0A1R0";"$9.75";"46.1630336";"-62.6428856"
3458;"LAWTONS DRUGS #2557";"407 MACINTYRE AVE";"";"MONTAGUE";"PE";"C0A1R0";"$12.36";"46.1691383";"-62.6556793"
3459;"MONTAGUE PHARMASAVE";"3283967 NOVA SCOTIA LIMITED";"521 MAIN STREET";"MONTAGUE";"PE";"C0A1R0";"$12.36";"46.1650664";"-62.6480207"
3460;"MURPHY'S MORELL PHARMACY";"SUNSET CRESCENT";"P.O. BOX 160";"MORELL";"PE";"C0A1S0";"$12.01";"46.4156927";"-62.7067967"
3461;"MURPHY'S NORTH RUSTICO";"7379 CAVENDISH ROAD";"";"NORTH RUSTICO";"PE";"C0A1X0";"$12.36";"46.4633545";"-63.317242"
3462;"THE MEDICINE SHOPPE #232";"500 MAIN STREET";"P.O BOX 698";"O'LEARY";"PE";"C0B1V0";"$12.33";"46.7067663";"-64.2263775"
3463;"O'LEARY GUARDIAN DRUG";"536 MAIN STREET";"PO BOX 489";"O'LEARY";"PE";"C0B1V0";"$12.36";"46.707077";"-64.22409"
3464;"SHERWOOD DRUG MART";"19 BRACKLEY POINT ROAD";"";"SHERWOOD";"PE";"C1A6Y1";"$12.23";"46.2598259";"-63.120445"
3465;"MAINSTREET PHARMASAVE";"175 MAIN STREET";"P.O. BOX 430";"SOURIS";"PE";"C0A2B0";"$12.36";"46.35405";"-62.2431603"
3466;"SOURIS REMEDY'S RX";"SEASIDE INNOVATION INC";"PO BOX 68, 51 MAIN ST";"SOURIS";"PE";"C0A2B0";"$12.36";"46.3549799";"-62.2518341"
3467;"SOBEYS PHARMACY #621";"9 KINLOCK ROAD";"";"STRATFORD";"PE";"C1B1L8";"$9.99";"46.2212219";"-63.0884367"
3468;"MURPHY'S STRATFORD PHARMACY";"13 STRATFORD RD";"";"STRATFORD";"PE";"C1B1T4";"$12.36";"46.22784";"-63.1006758"
3469;"LOBLAW PHARMACY #314";"ATLANTIC SUPERSTORE";"535 GRANVILLE STREET";"SUMMERSIDE";"PE";"C1N3C4";"$8.71";"46.3933777";"-63.7902331"
3470;"WALMART PHARMACY #3644";"511 GRANVILLE ST";"";"SUMMERSIDE";"PE";"C1N5J4";"$8.94";"46.4177072";"-63.7775951"
3471;"SOBEYS PHARMACY #868";"475 GRANVILLE STREET";"COUNTY FAIR MALL";"SUMMERSIDE";"PE";"C1N4P7";"$9.75";"46.4125179";"-63.7804792"
3472;"THE MEDICINE SHOPPE #187";"G. BURTON PHARMACY LTD";"54 CENTRAL STREET";"SUMMERSIDE";"PE";"C1N3L1";"$12.26";"46.3933777";"-63.7902331"
3473;"LAWTONS DRUG STORE #0880";"475 GRANVILLE ST NORTH";"COUNTY FAIR MALL";"SUMMERSIDE";"PE";"C1N4P7";"$12.36";"46.4125179";"-63.7804792"
3474;"MURPHYS SUMMERSIDE PHARMACY";"243 HEATHER MOYSE DRIVE";"";"SUMMERSIDE";"PE";"C1N5R1";"$12.36";"46.390289";"-63.789779"
3475;"SHOPPERS DRUG MART #105";"454 GRANVILLE ST";"";"SUMMERSIDE";"PE";"C1N4K7";"$12.37";"46.4116441";"-63.7838565"
3476;"BOB'S PHARMACY";"254 PHILLIP STREET";"P.O. BOX 118";"TIGNISH CORNER";"PE";"C0B2B0";"$12.25";"46.9480004";"-64.0435899"
3477;"TYNE VALLEY DRUG MART INC";"P.O. BOX 40";"7033 ROUTE 12";"TYNE VALLEY";"PE";"C0B2C0";"$12.42";"46.5598587";"-64.0040143"
3478;"MURPHY'S WELLINGTON PHARMACY";"P.O. BOX #149";"";"WELLINGTON";"PE";"C0B2E0";"$12.36";"42.3415292";"-71.0817464"
3479;"PHARMACIE N. JEAN, P. COTE";"ET J-Y PERREAULT, PHARMACIENS INC.";"725 RUE ROXTON";"ACTON VALE";"PQ";"J0H1A0";"$0.01";"45.6470539";"-72.5650634"
3480;"PHARMACIE KARINE VALLIERE INC.";"958, RUE ST-ANDRE";"";"ACTON VALE";"PQ";"J0H1A0";"$0.03";"45.6478703";"-72.564139"
3481;"PHARMACIE SONYA LAMONTAGNE";"PHARMACIENNE INC.";"324, RUE DE L'EGLISE";"ALBANEL";"PQ";"G8M3G2";"$         -";"48.8842921";"-72.4406364"
3482;"AUCLAIR, ANDRE & SAVARD, MARC";"WALMART";"1755 AVENUE DU PONT SUD";"ALMA";"PQ";"G8B7W7";"$0.01";"48.5504607";"-71.6527704"
3483;"TREMBLAY, REGIS";"92 RUE JOSEPH-W-FLEURY";"";"ALMA";"PQ";"G8E2K2";"$0.02";"48.633588";"-71.7005042"
3484;"NAUD, RICHARD -PHARMACIE";"PHARMAPRIX #50";"1050 AVE DU POND SUD";"ALMA";"PQ";"G8B2V8";"$0.03";"48.5504607";"-71.6527704"
3485;"PHARMACIE LINDA GAUDREAULT,";"PHARMACIENNE INC";"195 BOUL. DEQUEN NORD";"ALMA";"PQ";"G8B5N4";"$0.03";"48.5504607";"-71.6527704"
3486;"PHARMACIE LOUIS-CHARLES";"ST-PIERRE INC";"933 DU PONT SUD";"ALMA";"PQ";"G8B2V5";"$0.03";"48.5504607";"-71.6527704"
3487;"MARCEL CARRIER & DOMINIQUE";"DUFOUR, PHARMACIENS INC";"471 AVE. DU PONT NORD";"ALMA";"PQ";"G8B5E5";"$0.04";"48.5504607";"-71.6527704"
3488;"PHARMACIE JESSICA BOUCHARD";"1439 DU MANOIR NORD";"";"ALMA";"PQ";"G8B4X3";"$0.05";"48.5504607";"-71.6527704"
3489;"PHARMACIE CLAUDIA BLACKBURN";"& ISABELLE BOUCHARD INC";"260 COLLARD OUEST";"ALMA";"PQ";"G8B1M9";"$0.07";"48.5504607";"-71.6527704"
3490;"PHARMACIE LOUIS MENARD";"PHARMACIEN INC";"705 AVENUE DU PONT NORD";"ALMA";"PQ";"G8B6T5";"$0.11";"48.5504607";"-71.6527704"
3491;"MARCEL CARRIER & DOMINIQUE";"DUFOUR, PHARMACIENS INC";"475 BOUL. ST JUDE";"ALMA";"PQ";"G8B3J7";"$0.15";"48.5504607";"-71.6527704"
3492;"PHARMACIE VIENS, AHERN,";"BLANCHETTE ET LAMARRE INC";"641 4E RUE OUEST";"AMOS";"PQ";"J9T2S1";"$         -";"48.5650196";"-78.1125205"
3493;"ROY, ALEXANDRE";"JEAN COUTU #108";"76 - 1ERE AVENUE OUEST";"AMOS";"PQ";"J9T1T8";"$0.01";"48.5650196";"-78.1125205"
3494;"PHARMACIE VIENS, AHERN,";"BLANCHETTE ET LAMARRE INC.";"82 1ERE AVENUE EST";"AMOS";"PQ";"J9T4B2";"$0.02";"48.5650196";"-78.1125205"
3495;"PHARMACIE J-J TREPANIER,";"S. LALIBERTE ET M. GRAVEL INC";"41, 1E AVENUE OUEST";"AMOS";"PQ";"J9T1T7";"$0.03";"48.5650196";"-78.1125205"
3496;"PHARMACIE PERREAULT, D'AMOURS";"DOYON ET BELZILE, PHARMACIENS INC";"70-30 BOUL SAINT-BENOIT E";"AMQUI";"PQ";"G5J2B7";"$0.02";"48.4646053";"-67.4311915"
3497;"PHARMACIE AUBERT LEVESQUE &";"KAVEN MCNICOLL INC.";"20 DU PONT";"AMQUI";"PQ";"G5J2P5";"$0.02";"48.4646053";"-67.4311915"
3498;"GREGOIRE ARAKELIAN PHARMACIEN";"COSTCO #506";"7373 BOMBARDIER";"ANJOU";"PQ";"H1J2V2";"$0.02";"";""
3499;"PHARMACIE SYLVAIN COUTURE";"8500, RUE CHATEAUNEUF";"";"ANJOU";"PQ";"H1K5G3";"$0.06";"45.6118501";"-73.5549475"
3500;"DENIS RUEL & ISABELLE BEAUDRY";"PHARMACIENS INC";"7100 RUE JARRY EST";"ANJOU";"PQ";"H1J1G4";"$0.06";"";""
3501;"MARCOTTE, PIERRE - PHARMACIE";"7170-A BOMBARDIER";"";"ANJOU";"PQ";"H1J2Z9";"$0.07";"45.6067305";"-73.5848443"
3502;"PHARMACIE SARWAT TOBIA INC.";"7170 BOMBARDIER";"";"ANJOU";"PQ";"H1J2Z9";"$0.09";"45.6067305";"-73.5848443"
3503;"PHARMACIE MALEK SUBAI INC";"8666 AVE. CHAUMONT";"";"ANJOU";"PQ";"H1K1N5";"$0.10";"45.6101205";"-73.5472982"
3504;"PHARMACIE PIERRE GRAVEL INC";"UNIPRIX";"6780 JOSEPH RENAUD";"ANJOU";"PQ";"H1K3V4";"$0.12";"";""
3505;"VAN MINH NGUYEN PHARMACIEN INC";"8240 RUE CHATILLON";"";"ANJOU";"PQ";"H1K1P2";"$0.20";"45.6044712";"-73.5506191"
3506;"PHARMACIE JEAN DAVID INC";"7250 RUE ST-ZOTIQUE";"";"ANJOU";"PQ";"H1M3G6";"$1.07";"45.596234";"-73.5588831"
3507;"FALADEAU, MARC";"1, DU PLATEAU";"";"ARMAGH";"PQ";"G0R1A0";"$0.02";"46.7402583";"-70.5897184"
3508;"PHARMACIE HABIB NAJI";"FAMILIPRIX";"431 1ERE AVENUE";"ASBESTOS";"PQ";"J1T1Z3";"$0.02";"45.7741034";"-71.9367197"
3509;"JOSEE FRECHETTE PHARMACIENNE";"INC - JEAN COUTU #270";"525 1ERE AVENUE";"ASBESTOS";"PQ";"J1T4K1";"$0.05";"45.7741034";"-71.9367197"
3510;"LEMAIRE LAMONTAGNE MOFFET INC";"1086 RUE MAIN";"";"AYER'S CLIFF";"PQ";"J0B1C0";"$0.12";"45.1681108";"-72.0400406"
3511;"LALONDE, GILLES";"JEAN COUTU #202";"181 RUE PRINCIPALE";"AYLMER";"PQ";"J9H6A6";"$0.08";"45.3945087";"-75.8439603"
3512;"LETOURNEAU, JANIK -PHARMACIE";"PHARMAPRIX";"178 PRINCIPALE";"AYLMER";"PQ";"J9H6J9";"$0.09";"45.3945087";"-75.8439603"
3513;"F GAUTHIER, J D'ASTOUS ET";"M-P DUBUC PHARMACIENS SENC";"630, BOUL. LAFLECHE";"BAIE COMEAU";"PQ";"G5C2Y3";"$0.03";"49.2212971";"-68.1503944"
3514;"PHARMACIE LYNE DUFOUR ET";"BRIGITTE RACINE, PHARMACIENNES INC.";"975 BOUL. MONSEIGNEUR-DE-LAVAL";"BAIE ST-PAUL";"PQ";"G3Z2W3";"$0.04";"47.4424059";"-70.504084"
3515;"PHARMACIE DANY BELZILE";"PHARMACIEN INC.";"691 BOUL. LAFLECHE";"BAIE-COMEAU";"PQ";"G5C1C4";"$0.11";"49.2212971";"-68.1503944"
3516;"LACOMBE, CHRISTINE";"PHARMAPRIX #19";"550 BOUL LAFLECHE";"BAIE-COMEAU";"PQ";"G5C1C3";"$0.13";"49.2212971";"-68.1503944"
3517;"PHARM S. DION, D. PAQUET,";"B. PARADIS PHAMACIENS INC";"300 BOUL LASALLE";"BAIE-COMEAU";"PQ";"G4Z2K2";"$0.21";"49.2212971";"-68.1503944"
3518;"PHARMACIE RALPH MOKBEL,";"PHARMACIEN INC.";"90 RUE MORGAN";"BAIE-D'URFE";"PQ";"H9X3A8";"$         -";"45.416456";"-73.9160797"
3519;"PHARMACIE SYLVIE LEVESQUE &";"MARIE-PIER LABBE INC";"1020 BOUL. MONSEIGNEUR-DE-LAVAL #9";"BAIE-SAINT-PAUL";"PQ";"G3Z2W6";"$         -";"47.4424059";"-70.504084"
3520;"PHARMACIE RAJOTTE ET RIVEST";"PHARMACIENS INC";"561, 1ÈRE RUE O. CP 810";"BARRAUTE";"PQ";"J0Y1A0";"$         -";"48.4376914";"-77.637239"
3521;"PHARMACIE THERESE ABESKAROUN";"485, BOUL. BEACONSFIELD";"";"BEACONSFIELD";"PQ";"H9W4C3";"$0.13";"45.4198492";"-73.8815806"
3522;"NASREDDINE, NADA";"PHARMAPRIX #11";"50 RUE ST-CHARLES";"BEACONSFIELD";"PQ";"H9W2X3";"$0.15";"45.4309308";"-73.8682835"
3523;"PHARMACIE LOUISE BINET";"PHARMACIENNE INC.";"660 A BOUL. RENAULT";"BEAUCEVILLE";"PQ";"G5X1M4";"$         -";"46.2245141";"-70.7836595"
3524;"PHARMACIE HEBERT, FERLATTE,";"LEBLOND INC";"618 BOUL RENAULT";"BEAUCEVILLE";"PQ";"G5X1M8";"$0.03";"46.2245141";"-70.7836595"
3525;"M. MENARD, P. BELANGER,";"J.P. LAMBERT, P. RIOPEL INC";"330 ELLICE";"BEAUHARNOIS";"PQ";"J6N1X3";"$0.10";"45.3150817";"-73.8779033"
3526;"J. THIBAULT, A. A. NGUYEN,";"L. THIBAULT, PHARMACIENS INC";"101 - 520 BOUL CADIEUX";"BEAUHARNOIS";"PQ";"J6N0R5";"$0.15";"45.3150817";"-73.8779033"
3527;"PHARMACIE PIERRE LECLERC";"FAMILIPRIX";"301 ELLICE";"BEAUHARNOIS";"PQ";"J3H1X2";"$0.17";"45.3150817";"-73.8779033"
3528;"MARTIN LEVESQUE";"ET ANNE-MARIE DIDIER";"327 ROUTE DU FLEUVE";"BEAUMONT";"PQ";"G0R1C0";"$         -";"46.829489";"-71.0279589"
3529;"PHARMACIE BRUNO BEJIN";"PHARMACIENS INC";"955 AVENUE NORDIQUE";"BEAUPORT";"PQ";"G1C7S8";"$         -";"46.8615561";"-71.1886766"
3530;"LAURIER LAVOIE & JEROME-HENRI";"LAVOIE PHARMACIENS INC";"2485 BOUL SAINTE-ANNE";"BEAUPORT";"PQ";"G1J1Y4";"$         -";"46.8615561";"-71.1886766"
3531;"OUELLET, CHRISTIAN";"JEAN COUTU #426";"3129 CHEMIN ROYAL";"BEAUPORT";"PQ";"G1E1V3";"$0.02";"46.8615561";"-71.1886766"
3532;"COUTURE & DESROCHERS PHARMACIE";"737, AVENUE ROYALE";"";"BEAUPORT";"PQ";"G1E1Z1";"$0.03";"46.8618817";"-71.1891721"
3533;"PHARMACIE PATRICK OUELLET";"900 BOUL. RAYMOND";"";"BEAUPORT";"PQ";"G1B3G3";"$0.03";"46.8996881";"-71.190341"
3534;"OUELLET, CHRISTIAN";"JEAN COUTU #79";"119 - 3333 DU CARREFOUR";"BEAUPORT";"PQ";"G1C5R9";"$0.04";"46.8615561";"-71.1886766"
3535;"PREVOST & GAGNE-TREMBLAY";"PHARMACIE";"224 AVE JOSEPH-CASAVANT";"BEAUPORT";"PQ";"G1C7Z3";"$0.08";"46.8615561";"-71.1886766"
3536;"JEAN-PHILIPPE BERGERON &";"ISABELLE RENAUD, PHARMACIENS SENCRL";"4164 BOUL STE-ANNE";"BEAUPORT";"PQ";"G1C2K3";"$0.10";"46.8615561";"-71.1886766"
